No,SN Mesin,SN Kaset,Tipe Kaset,SN Kaset Cadangan,Tipe Kaset,SO-ID ,Status ,Tanggal kirim ,Tanggal perbaikan ,Hasil perbaikan ,Kategori Problem 
6508,74UEA43N03-070458,76UWRB2SB900505,RB,76UWRB2SB901344,RB,,,,,,
6509,74UEA43N03-070458,76UWRB2SB900499,RB,76UWRB2SB901595,RB,,,,,,
6510,74UEA43N03-070458,76UWRB2SB900495,RB,76UWRB2SB900894,RB,,,,,,
6511,74UEA43N03-070744,76UWAB2SW756400,AB,76UWAB2SW755515,AB,,,,,,
6512,74UEA43N03-070744,76UWRB2SB902888,RB,76UWRB2SB901276,RB,,,,,,
6513,74UEA43N03-070744,76UWRB2SB902892,RB,76UWRB2SB901247,RB,,,,,,
6514,74UEA43N03-070744,76UWRB2SB902884,RB,76UWRB2SB901645,RB,,,,,,
6515,74UEA43N03-070744,76UWRB2SB902377,RB,76UWRB2SB901575,RB,,,,,,
6516,74UEA43N03-070842,76UWAB2SW756389,AB,76UWAB2SW755637,AB,,,,,,
6517,74UEA43N03-070842,76UWRB2SB904254,RB,76UWRB2SB901274,RB,,,,,,
6518,74UEA43N03-070842,76UWRB2SB904265,RB,76UWRB2SB901219,RB,,,,,,
6519,74UEA43N03-070842,76UWRB2SB904267,RB,76UWRB2SB901647,RB,,,,,,
6520,74UEA43N03-070842,76UWRB2SB904268,RB,76UWRB2SB901649,RB,,,,,,
6521,74UEA43N03-070816,76UWAB2SW756062,AB,76UWAB2SW755635,AB,,,,,,
6522,74UEA43N03-070816,76UWRB2SB904183,RB,76UWRB2SB901232,RB,,,,,,
6523,74UEA43N03-070816,76UWRB2SB904182,RB,76UWRB2SB901524,RB,,,,,,
6524,74UEA43N03-070816,76UWRB2SB903237,RB,76UWRB2SB901222,RB,,,,,,
6525,74UEA43N03-070816,76UWRB2SB903242,RB,76UWRB2SB900913,RB,,,,,,
6526,74UEA43N03-070809,76UWAB2SW756159,AB,76UWAB2SW755509,AB,,,,,,
6527,74UEA43N03-070809,76UWRB2SB904382,RB,76UWRB2SB901532,RB,,,,,,
6528,74UEA43N03-070809,76UWRB2SB904371,RB,76UWRB2SB901021,RB,,,,,,
6529,74UEA43N03-070809,76UWRB2SB904378,RB,76UWRB2SB901179,RB,,,,,,
6530,74UEA43N03-070809,76UWRB2SB904370,RB,76UWRB2SB901533,RB,,,,,,
6531,74UEA43N03-070757,76UWAB2SW756166,AB,76UWAB2SW755508,AB,,,,,,
6532,74UEA43N03-070757,76UWRB2SB900709,RB,76UWRB2SB901082,RB,,,,,,
6533,74UEA43N03-070757,76UWRB2SB900725,RB,76UWRB2SB901093,RB,,,,,,
6534,74UEA43N03-070757,76UWRB2SB900727,RB,76UWRB2SB901535,RB,,,,,,
6535,74UEA43N03-070757,76UWRB2SB900720,RB,76UWRB2SB901543,RB,,,,,,
6536,74UEA43N03-070432,76UWAB2SW755289,AB,76UWAB2SW755617,AB,,,,,,
6537,74UEA43N03-070432,76UWRB2SB899687,RB,76UWRB2SB901540,RB,,,,,,
6538,74UEA43N03-070432,76UWRB2SB899692,RB,76UWRB2SB901083,RB,,,,,,
6539,74UEA43N03-070432,76UWRB2SB899696,RB,76UWRB2SB901526,RB,,,,,,
6540,74UEA43N03-070432,76UWRB2SB899697,RB,76UWRB2SB901525,RB,,,,,,
6541,74UEA43N03-070721,76UWAB2SW756148,AB,76UWAB2SW755616,AB,,,,,,
6542,74UEA43N03-070721,76UWRB2SB903081,RB,76UWRB2SB901019,RB,,,,,,
6543,74UEA43N03-070721,76UWRB2SB903083,RB,76UWRB2SB901278,RB,,,,,,
6544,74UEA43N03-070721,76UWRB2SB903075,RB,76UWRB2SB901275,RB,,,,,,
6545,74UEA43N03-070721,76UWRB2SB902922,RB,76UWRB2SB901109,RB,,,,,,
6546,74UEA43N03-070454,76UWAB2SW755561,AB,76UWAB2SW755645,AB,,,,,,
6547,74UEA43N03-070454,76UWRB2SB899855,RB,76UWRB2SB900904,RB,,,,,,
6548,74UEA43N03-070454,76UWRB2SB899857,RB,76UWRB2SB900910,RB,,,,,,
6549,74UEA43N03-070454,76UWRB2SB899854,RB,76UWRB2SB900914,RB,,,,,,
6550,74UEA43N03-070454,76UWRB2SB899841,RB,76UWRB2SB900931,RB,,,,,,
6551,74UEA43N03-070456,76UWAB2SW755565,AB,76UWAB2SW755488,AB,,,,,,
6552,74UEA43N03-070456,76UWRB2SB899850,RB,76UWRB2SB901587,RB,,,,,,
6553,74UEA43N03-070456,76UWRB2SB899853,RB,76UWRB2SB900908,RB,,,,,,
6554,74UEA43N03-070456,76UWRB2SB899851,RB,76UWRB2SB900920,RB,,,,,,
6555,74UEA43N03-070456,76UWRB2SB899849,RB,76UWRB2SB900933,RB,,,,,,
6556,74UEA43N03-070736,76UWAB2SW756402,AB,76UWAB2SW755504,AB,,,,,,
6557,74UEA43N03-070736,76UWRB2SB902891,RB,76UWRB2SB901320,RB,,,,,,
6558,74UEA43N03-070736,76UWRB2SB902383,RB,76UWRB2SB901165,RB,,,,,,
6559,74UEA43N03-070736,76UWRB2SB902889,RB,76UWRB2SB901181,RB,,,,,,
6560,74UEA43N03-070736,76UWRB2SB902885,RB,76UWRB2SB901190,RB,,,,,,
6561,74UEA43N03-070545,76UWAB2SW755876,AB,76UWAB2SW755487,AB,,,,,,
6562,74UEA43N03-070545,76UWRB2SB901912,RB,76UWRB2SB901308,RB,,,,,,
6563,74UEA43N03-070545,76UWRB2SB901909,RB,76UWRB2SB901167,RB,,,,,,
6564,74UEA43N03-070545,76UWRB2SB901913,RB,76UWRB2SB901163,RB,,,,,,
6565,74UEA43N03-070545,76UWRB2SB901911,RB,76UWRB2SB901176,RB,,,,,,
6566,74UEA43N03-070732,76UWAB2SW756184,AB,76UWAB2SW755618,AB,,,,,,
6567,74UEA43N03-070732,76UWRB2SB902379,RB,76UWRB2SB900918,RB,,,,,,
6568,74UEA43N03-070732,76UWRB2SB902378,RB,76UWRB2SB900929,RB,,,,,,
6569,74UEA43N03-070732,76UWRB2SB902887,RB,76UWRB2SB900935,RB,,,,,,
6570,74UEA43N03-070732,76UWRB2SB902381,RB,76UWRB2SB901104,RB,,,,,,
6571,74UEA43N03-070774,76UWAB2SW756138,AB,76UWAB2SW755647,AB,,,,,,
6572,74UEA43N03-070774,76UWRB2SB903140,RB,76UWRB2SB899989,RB,,,,,,
6573,74UEA43N03-070774,76UWRB2SB903138,RB,76UWRB2SB899985,RB,,,,,,
6574,74UEA43N03-070774,76UWRB2SB903142,RB,76UWRB2SB899976,RB,,,,,,
6575,74UEA43N03-070774,76UWRB2SB903141,RB,76UWRB2SB900051,RB,,,,,,
6576,74UEA43N03-070799,76UWAB2SW756122,AB,76UWAB2SW755486,AB,,,,,,
6577,74UEA43N03-070799,76UWRB2SB904296,RB,76UWRB2SB899990,RB,,,,,,
6578,74UEA43N03-070799,76UWRB2SB904299,RB,76UWRB2SB899357,RB,,,,,,
6579,74UEA43N03-070799,76UWRB2SB904305,RB,76UWRB2SB899988,RB,,,,,,
6580,74UEA43N03-070799,76UWRB2SB904306,RB,76UWRB2SB899979,RB,,,,,,
6581,74UEA43N03-070761,76UWAB2SW756111,AB,76UWAB2SW755630,AB,,,,,,
6582,74UEA43N03-070761,76UWRB2SB904094,RB,76UWRB2SB900006,RB,,,,,,
6583,74UEA43N03-070761,76UWRB2SB904096,RB,76UWRB2SB900005,RB,,,,,,
6584,74UEA43N03-070761,76UWRB2SB904103,RB,76UWRB2SB899902,RB,,,,,,
6585,74UEA43N03-070761,76UWRB2SB904095,RB,76UWRB2SB899900,RB,,,,,,
6586,74UEA43N03-070762,76UWAB2SW756175,AB,76UWAB2SW755649,AB,,,,,,
6587,74UEA43N03-070762,76UWRB2SB903033,RB,76UWRB2SB899949,RB,,,,,,
6588,74UEA43N03-070762,76UWRB2SB903032,RB,76UWRB2SB899381,RB,,,,,,
6589,74UEA43N03-070762,76UWRB2SB903037,RB,76UWRB2SB899937,RB,,,,,,
6590,74UEA43N03-070762,76UWRB2SB903030,RB,76UWRB2SB899948,RB,,,,,,
6591,74UEA43N03-070829,76UWAB2SW756179,AB,76UWAB2SW755650,AB,,,,,,
6592,74UEA43N03-070829,76UWRB2SB900717,RB,76UWRB2SB899348,RB,,,,,,
6593,74UEA43N03-070829,76UWRB2SB900736,RB,76UWRB2SB899991,RB,,,,,,
6594,74UEA43N03-070829,76UWRB2SB900733,RB,76UWRB2SB899349,RB,,,,,,
6595,74UEA43N03-070829,76UWRB2SB900735,RB,76UWRB2SB899986,RB,,,,,,
6596,74UEA43N03-070835,76UWAB2SW756134,AB,76UWAB2SW755481,AB,,,,,,
6597,74UEA43N03-070835,76UWRB2SB903223,RB,76UWRB2SB901105,RB,,,,,,
6598,74UEA43N03-070835,76UWRB2SB903224,RB,76UWRB2SB901103,RB,,,,,,
6599,74UEA43N03-070835,76UWRB2SB903222,RB,76UWRB2SB900934,RB,,,,,,
6600,74UEA43N03-070835,76UWRB2SB903226,RB,76UWRB2SB900922,RB,,,,,,
6601,74UEA43N03-070793,76UWAB2SW756087,AB,76UWAB2SW755503,AB,,,,,,
6602,74UEA43N03-070793,76UWRB2SB904218,RB,76UWRB2SB900007,RB,,,,,,
6603,74UEA43N03-070793,76UWRB2SB904281,RB,76UWRB2SB899905,RB,,,,,,
6604,74UEA43N03-070793,76UWRB2SB904275,RB,76UWRB2SB899903,RB,,,,,,
6605,74UEA43N03-070793,76UWRB2SB904278,RB,76UWRB2SB899924,RB,,,,,,
6606,74UEA43N03-070506,76UWAB2SW755594,AB,76UWAB2SW755482,AB,,,,,,
6607,74UEA43N03-070506,76UWRB2SB899864,RB,76UWRB2SB900004,RB,,,,,,
6608,74UEA43N03-070506,76UWRB2SB899867,RB,76UWRB2SB898889,RB,,,,,,
6609,74UEA43N03-070506,76UWRB2SB899852,RB,76UWRB2SB900037,RB,,,,,,
6610,74UEA43N03-070506,76UWRB2SB899868,RB,76UWRB2SB900003,RB,,,,,,
6611,74UEA43N03-070790,76UWAB2SW756066,AB,76UWAB2SW755499,AB,,,,,,
6612,74UEA43N03-070790,76UWRB2SB904317,RB,76UWRB2SB901207,RB,,,,,,
6613,74UEA43N03-070790,76UWRB2SB904310,RB,76UWRB2SB901204,RB,,,,,,
6614,74UEA43N03-070790,76UWRB2SB904340,RB,76UWRB2SB901097,RB,,,,,,
6615,74UEA43N03-070790,76UWRB2SB904333,RB,76UWRB2SB901080,RB,,,,,,
6616,74UEA43N03-070749,76UWAB2SW756151,AB,76UWAB2SW755485,AB,,,,,,
6617,74UEA43N03-070749,76UWRB2SB903251,RB,76UWRB2SB901205,RB,,,,,,
6618,74UEA43N03-070749,76UWRB2SB903249,RB,76UWRB2SB901107,RB,,,,,,
6619,74UEA43N03-070749,76UWRB2SB903250,RB,76UWRB2SB901084,RB,,,,,,
6620,74UEA43N03-070749,76UWRB2SB903253,RB,76UWRB2SB901064,RB,,,,,,
6621,74UEA43N03-070742,76UWAB2SW756112,AB,76UWAB2SW755477,AB,,,,,,
6622,74UEA43N03-070742,76UWRB2SB903264,RB,76UWRB2SB901438,RB,,,,,,
6623,74UEA43N03-070742,76UWRB2SB903258,RB,76UWRB2SB901487,RB,,,,,,
6624,74UEA43N03-070742,76UWRB2SB903265,RB,76UWRB2SB901033,RB,,,,,,
6625,74UEA43N03-070742,76UWRB2SB903255,RB,76UWRB2SB901029,RB,,,,,,
6626,74UEA43N03-070844,76UWAB2SW756085,AB,76UWAB2SW755483,AB,,,,,,
6627,74UEA43N03-070844,76UWRB2SB904161,RB,76UWRB2SB901049,RB,,,,,,
6628,74UEA43N03-070844,76UWRB2SB904162,RB,76UWRB2SB901051,RB,,,,,,
6629,74UEA43N03-070844,76UWRB2SB904160,RB,76UWRB2SB901740,RB,,,,,,
6630,74UEA43N03-070844,76UWRB2SB904154,RB,76UWRB2SB901745,RB,,,,,,
6631,74UEA43N03-070818,76UWAB2SW756101,AB,76UWAB2SW755505,AB,,,,,,
6632,74UEA43N03-070818,76UWRB2SB904357,RB,76UWRB2SB901047,RB,,,,,,
6633,74UEA43N03-070818,76UWRB2SB904356,RB,76UWRB2SB901042,RB,,,,,,
6634,74UEA43N03-070818,76UWRB2SB904361,RB,76UWRB2SB901026,RB,,,,,,
6635,74UEA43N03-070818,76UWRB2SB904363,RB,76UWRB2SB901052,RB,,,,,,
6636,74UEA43N03-070777,76UWAB2SW756105,AB,76UWAB2SW755695,AB,,,,,,
6637,74UEA43N03-070777,76UWRB2SB903096,RB,76UWRB2SB901482,RB,,,,,,
6638,74UEA43N03-070777,76UWRB2SB903102,RB,76UWRB2SB901477,RB,,,,,,
6639,74UEA43N03-070777,76UWRB2SB903111,RB,76UWRB2SB901008,RB,,,,,,
6640,74UEA43N03-070777,76UWRB2SB903107,RB,76UWRB2SB901013,RB,,,,,,
6641,74UEA43N03-070852,76UWAB2SW756137,AB,76UWAB2SW755712,AB,,,,,,
6642,74UEA43N03-070852,76UWRB2SB903147,RB,76UWRB2SB901027,RB,,,,,,
6643,74UEA43N03-070852,76UWRB2SB903146,RB,76UWRB2SB901046,RB,,,,,,
6644,74UEA43N03-070852,76UWRB2SB903154,RB,76UWRB2SB901025,RB,,,,,,
6645,74UEA43N03-070852,76UWRB2SB903148,RB,76UWRB2SB901048,RB,,,,,,
6646,74UEA43N03-070760,76UWAB2SW756167,AB,76UWAB2SW755698,AB,,,,,,
6647,74UEA43N03-070760,76UWRB2SB900734,RB,76UWRB2SB901194,RB,,,,,,
6648,74UEA43N03-070760,76UWRB2SB900731,RB,76UWRB2SB901537,RB,,,,,,
6649,74UEA43N03-070760,76UWRB2SB900730,RB,76UWRB2SB901536,RB,,,,,,
6650,74UEA43N03-070760,76UWRB2SB900732,RB,76UWRB2SB901122,RB,,,,,,
6651,74UEA43N03-070759,76UWAB2SW756171,AB,76UWAB2SW755479,AB,,,,,,
6652,74UEA43N03-070759,76UWRB2SB900707,RB,76UWRB2SB901057,RB,,,,,,
6653,74UEA43N03-070759,76UWRB2SB900702,RB,76UWRB2SB901055,RB,,,,,,
6654,74UEA43N03-070759,76UWRB2SB903068,RB,76UWRB2SB901058,RB,,,,,,
6655,74UEA43N03-070759,76UWRB2SB903069,RB,76UWRB2SB901031,RB,,,,,,
6656,74UEA43N03-070841,76UWAB2SW756392,AB,76UWAB2SW755696,AB,,,,,,
6657,74UEA43N03-070841,76UWRB2SB904224,RB,76UWRB2SB901059,RB,,,,,,
6658,74UEA43N03-070841,76UWRB2SB904227,RB,76UWRB2SB901053,RB,,,,,,
6659,74UEA43N03-070841,76UWRB2SB904226,RB,76UWRB2SB901014,RB,,,,,,
6660,74UEA43N03-070841,76UWRB2SB904193,RB,76UWRB2SB901063,RB,,,,,,
6661,74UEA43N03-070854,76UWAB2SW756168,AB,76UWAB2SW755492,AB,,,,,,
6662,74UEA43N03-070854,76UWRB2SB900719,RB,76UWRB2SB901032,RB,,,,,,
6663,74UEA43N03-070854,76UWRB2SB900724,RB,76UWRB2SB901062,RB,,,,,,
6664,74UEA43N03-070854,76UWRB2SB900721,RB,76UWRB2SB901066,RB,,,,,,
6665,74UEA43N03-070854,76UWRB2SB900715,RB,76UWRB2SB901039,RB,,,,,,
6666,74UEA43N03-070830,76UWAB2SW756086,AB,76UWAB2SW755507,AB,,,,,,
6667,74UEA43N03-070830,76UWRB2SB904284,RB,76UWRB2SB901067,RB,,,,,,
6668,74UEA43N03-070830,76UWRB2SB904291,RB,76UWRB2SB901065,RB,,,,,,
6669,74UEA43N03-070830,76UWRB2SB904287,RB,76UWRB2SB901069,RB,,,,,,
6670,74UEA43N03-070830,76UWRB2SB904288,RB,76UWRB2SB901024,RB,,,,,,
6671,74UEA43N03-070833,76UWAB2SW756072,AB,76UWAB2SW755409,AB,,,,,,
6672,74UEA43N03-070833,76UWRB2SB903314,RB,76UWRB2SB901070,RB,,,,,,
6673,74UEA43N03-070833,76UWRB2SB904321,RB,76UWRB2SB901072,RB,,,,,,
6674,74UEA43N03-070833,76UWRB2SB904316,RB,76UWRB2SB901045,RB,,,,,,
6675,74UEA43N03-070833,76UWRB2SB904312,RB,76UWRB2SB901044,RB,,,,,,
6676,74UEA43N03-070791,76UWAB2SW756095,AB,76UWAB2SW755709,AB,,,,,,
6677,74UEA43N03-070791,76UWRB2SB904351,RB,76UWRB2SB901071,RB,,,,,,
6678,74UEA43N03-070791,76UWRB2SB904352,RB,76UWRB2SB901038,RB,,,,,,
6679,74UEA43N03-070791,76UWRB2SB904346,RB,76UWRB2SB901040,RB,,,,,,
6680,74UEA43N03-070791,76UWRB2SB904348,RB,76UWRB2SB901571,RB,,,,,,
6681,74UEA43N03-070840,76UWAB2SW756120,AB,76UWAB2SW755496,AB,,,,,,
6682,74UEA43N03-070840,76UWRB2SB904259,RB,76UWRB2SB901732,RB,,,,,,
6683,74UEA43N03-070840,76UWRB2SB904260,RB,76UWRB2SB901742,RB,,,,,,
6684,74UEA43N03-070840,76UWRB2SB904262,RB,76UWRB2SB901751,RB,,,,,,
6685,74UEA43N03-070840,76UWRB2SB904253,RB,76UWRB2SB901730,RB,,,,,,
6686,74UEA43N03-070857,76UWAB2SW756143,AB,76UWAB2SW755689,AB,,,,,,
6687,74UEA43N03-070857,76UWRB2SB903118,RB,76UWRB2SB900327,RB,,,,,,
6688,74UEA43N03-070857,76UWRB2SB903122,RB,76UWRB2SB900132,RB,,,,,,
6689,74UEA43N03-070857,76UWRB2SB903127,RB,76UWRB2SB900276,RB,,,,,,
6690,74UEA43N03-070857,76UWRB2SB903112,RB,76UWRB2SB900280,RB,,,,,,
6691,74UEA43N03-070767,76UWAB2SW756429,AB,76UWAB2SW755711,AB,,,,,,
6692,74UEA43N03-070767,76UWRB2SB904408,RB,76UWRB2SB900339,RB,,,,,,
6693,74UEA43N03-070767,76UWRB2SB904413,RB,76UWRB2SB900265,RB,,,,,,
6694,74UEA43N03-070767,76UWRB2SB904398,RB,76UWRB2SB900278,RB,,,,,,
6695,74UEA43N03-070767,76UWRB2SB904393,RB,76UWRB2SB900273,RB,,,,,,
6696,74UEA43N03-070735,76UWAB2SW756156,AB,76UWAB2SW755690,AB,,,,,,
6697,74UEA43N03-070735,76UWRB2SB904107,RB,76UWRB2SB899898,RB,,,,,,
6698,74UEA43N03-070735,76UWRB2SB904108,RB,76UWRB2SB899997,RB,,,,,,
6699,74UEA43N03-070735,76UWRB2SB904110,RB,76UWRB2SB899382,RB,,,,,,
6700,74UEA43N03-070735,76UWRB2SB904097,RB,76UWRB2SB899340,RB,,,,,,
6701,74UEA43N03-070743,76UWAB2SW756189,AB,76UWAB2SW755707,AB,,,,,,
6702,74UEA43N03-070743,76UWRB2SB902360,RB,76UWRB2SB901743,RB,,,,,,
6703,74UEA43N03-070743,76UWRB2SB902362,RB,76UWRB2SB901050,RB,,,,,,
6704,74UEA43N03-070743,76UWRB2SB902336,RB,76UWRB2SB901744,RB,,,,,,
6705,74UEA43N03-070743,76UWRB2SB902348,RB,76UWRB2SB901750,RB,,,,,,
6706,74UEA43N03-070781,76UWAB2SW756396,AB,76UWAB2SW755686,AB,,,,,,
6707,74UEA43N03-070781,76UWRB2SB902905,RB,76UWRB2SB901749,RB,,,,,,
6708,74UEA43N03-070781,76UWRB2SB902380,RB,76UWRB2SB901741,RB,,,,,,
6709,74UEA43N03-070781,76UWRB2SB902909,RB,76UWRB2SB901752,RB,,,,,,
6710,74UEA43N03-070781,76UWRB2SB902900,RB,76UWRB2SB901737,RB,,,,,,
6711,74UEA43N03-070815,76UWAB2SW756160,AB,76UWAB2SW755484,AB,,,,,,
6712,74UEA43N03-070815,76UWRB2SB904383,RB,76UWRB2SB900351,RB,,,,,,
6713,74UEA43N03-070815,76UWRB2SB904366,RB,76UWRB2SB900361,RB,,,,,,
6714,74UEA43N03-070815,76UWRB2SB904379,RB,76UWRB2SB900363,RB,,,,,,
6715,74UEA43N03-070815,76UWRB2SB904376,RB,76UWRB2SB900249,RB,,,,,,
6716,74UEA43N03-070826,76UWAB2SW756128,AB,76UWAB2SW755706,AB,,,,,,
6717,74UEA43N03-070826,76UWRB2SB903243,RB,76UWRB2SB900352,RB,,,,,,
6718,74UEA43N03-070826,76UWRB2SB903244,RB,76UWRB2SB900356,RB,,,,,,
6719,74UEA43N03-070826,76UWRB2SB903236,RB,76UWRB2SB900258,RB,,,,,,
6720,74UEA43N03-070826,76UWRB2SB903238,RB,76UWRB2SB900257,RB,,,,,,
6721,74UEA43N03-070775,76UWAB2SW756136,AB,76UWAB2SW755663,AB,,,,,,
6722,74UEA43N03-070775,76UWRB2SB903124,RB,76UWRB2SB900358,RB,,,,,,
6723,74UEA43N03-070775,76UWRB2SB903159,RB,76UWRB2SB900365,RB,,,,,,
6724,74UEA43N03-070775,76UWRB2SB903161,RB,76UWRB2SB900261,RB,,,,,,
6725,74UEA43N03-070775,76UWRB2SB903150,RB,76UWRB2SB900260,RB,,,,,,
6726,74UEA43N03-070794,76UWAB2SW756082,AB,76UWAB2SW755495,AB,,,,,,
6727,74UEA43N03-070794,76UWRB2SB904276,RB,76UWRB2SB900362,RB,,,,,,
6728,74UEA43N03-070794,76UWRB2SB904266,RB,76UWRB2SB900179,RB,,,,,,
6729,74UEA43N03-070794,76UWRB2SB904282,RB,76UWRB2SB900359,RB,,,,,,
6730,74UEA43N03-070794,76UWRB2SB904283,RB,76UWRB2SB900245,RB,,,,,,
6731,74UEA43N03-070848,76UWAB2SW756097,AB,76UWAB2SW755708,AB,,,,,,
6732,74UEA43N03-070848,76UWRB2SB903248,RB,76UWRB2SB900324,RB,,,,,,
6733,74UEA43N03-070848,76UWRB2SB903252,RB,76UWRB2SB900342,RB,,,,,,
6734,74UEA43N03-070848,76UWRB2SB904124,RB,76UWRB2SB900148,RB,,,,,,
6735,74UEA43N03-070848,76UWRB2SB903254,RB,76UWRB2SB900350,RB,,,,,,
6736,74UEA43N03-070827,76UWAB2SW756124,AB,76UWAB2SW755700,AB,,,,,,
6737,74UEA43N03-070827,76UWRB2SB903227,RB,76UWRB2SB900323,RB,,,,,,
6738,74UEA43N03-070827,76UWRB2SB903228,RB,76UWRB2SB900337,RB,,,,,,
6739,74UEA43N03-070827,76UWRB2SB903221,RB,76UWRB2SB900088,RB,,,,,,
6740,74UEA43N03-070827,76UWRB2SB903229,RB,76UWRB2SB900349,RB,,,,,,
6741,74UEA43N03-070437,76UWAB2SW755295,AB,76UWAB2SW755701,AB,,,,,,
6742,74UEA43N03-070437,76UWRB2SB899694,RB,76UWRB2SB900247,RB,,,,,,
6743,74UEA43N03-070437,76UWRB2SB899702,RB,76UWRB2SB900253,RB,,,,,,
6744,74UEA43N03-070437,76UWRB2SB899699,RB,76UWRB2SB900251,RB,,,,,,
6745,74UEA43N03-070437,76UWRB2SB899695,RB,76UWRB2SB901402,RB,,,,,,
6746,74UEA43N03-070753,76UWAB2SW756141,AB,76UWAB2SW755703,AB,,,,,,
6747,74UEA43N03-070753,76UWRB2SB903131,RB,76UWRB2SB901408,RB,,,,,,
6748,74UEA43N03-070753,76UWRB2SB903183,RB,76UWRB2SB900911,RB,,,,,,
6749,74UEA43N03-070753,76UWRB2SB903143,RB,76UWRB2SB901396,RB,,,,,,
6750,74UEA43N03-070753,76UWRB2SB903130,RB,76UWRB2SB901417,RB,,,,,,
6751,74UEA43N03-070825,76UWAB2SW756387,AB,76UWAB2SW754764,AB,,,,,,
6752,74UEA43N03-070825,76UWRB2SB904199,RB,76UWRB2SB901383,RB,,,,,,
6753,74UEA43N03-070825,76UWRB2SB904196,RB,76UWRB2SB901422,RB,,,,,,
6754,74UEA43N03-070825,76UWRB2SB904202,RB,76UWRB2SB901445,RB,,,,,,
6755,74UEA43N03-070825,76UWRB2SB904203,RB,76UWRB2SB901433,RB,,,,,,
6756,74UEA43N03-070737,76UWAB2SW756180,AB,76UWAB2SW754766,AB,,,,,,
6757,74UEA43N03-070737,76UWRB2SB904101,RB,76UWRB2SB901424,RB,,,,,,
6758,74UEA43N03-070737,76UWRB2SB904104,RB,76UWRB2SB901425,RB,,,,,,
6759,74UEA43N03-070737,76UWRB2SB904106,RB,76UWRB2SB901427,RB,,,,,,
6760,74UEA43N03-070737,76UWRB2SB904105,RB,76UWRB2SB900930,RB,,,,,,
6761,74UEA43N03-070776,76UWAB2SW756177,AB,76UWAB2SW754765,AB,,,,,,
6762,74UEA43N03-070776,76UWRB2SB903166,RB,76UWRB2SB901381,RB,,,,,,
6763,74UEA43N03-070776,76UWRB2SB903167,RB,76UWRB2SB901448,RB,,,,,,
6764,74UEA43N03-070776,76UWRB2SB903165,RB,76UWRB2SB901423,RB,,,,,,
6765,74UEA43N03-070776,76UWRB2SB903151,RB,76UWRB2SB901444,RB,,,,,,
6766,74UEA43N03-070851,76UWAB2SW756125,AB,76UWAB2SW754982,AB,,,,,,
6767,74UEA43N03-070851,76UWRB2SB903231,RB,76UWRB2SB900381,RB,,,,,,
6768,74UEA43N03-070851,76UWRB2SB903239,RB,76UWRB2SB900383,RB,,,,,,
6769,74UEA43N03-070851,76UWRB2SB903230,RB,76UWRB2SB900252,RB,,,,,,
6770,74UEA43N03-070851,76UWRB2SB903235,RB,76UWRB2SB901407,RB,,,,,,
6771,74UEA43N03-070747,76UWAB2SW756181,AB,76UWAB2SW755506,AB,,,,,,
6772,74UEA43N03-070747,76UWRB2SB903268,RB,76UWRB2SB900264,RB,,,,,,
6773,74UEA43N03-070747,76UWRB2SB903267,RB,76UWRB2SB900374,RB,,,,,,
6774,74UEA43N03-070747,76UWRB2SB903270,RB,76UWRB2SB900376,RB,,,,,,
6775,74UEA43N03-070747,76UWRB2SB903269,RB,76UWRB2SB900382,RB,,,,,,
6776,74UEA43N03-070850,76UWAB2SW756130,AB,76UWAB2SW755480,AB,,,,,,
6777,74UEA43N03-070850,76UWRB2SB903058,RB,76UWRB2SB900263,RB,,,,,,
6778,74UEA43N03-070850,76UWRB2SB903054,RB,76UWRB2SB900373,RB,,,,,,
6779,74UEA43N03-070850,76UWRB2SB903059,RB,76UWRB2SB900375,RB,,,,,,
6780,74UEA43N03-070850,76UWRB2SB903062,RB,76UWRB2SB900370,RB,,,,,,
6781,74UEA43N03-070819,76UWAB2SW756100,AB,76UWAB2SW755490,AB,,,,,,
6782,74UEA43N03-070819,76UWRB2SB904372,RB,76UWRB2SB901175,RB,,,,,,
6783,74UEA43N03-070819,76UWRB2SB904369,RB,76UWRB2SB901538,RB,,,,,,
6784,74UEA43N03-070819,76UWRB2SB904367,RB,76UWRB2SB901534,RB,,,,,,
6785,74UEA43N03-070819,76UWRB2SB904184,RB,76UWRB2SB901060,RB,,,,,,
6786,74UEA43N03-070847,76UWAB2SW756054,AB,76UWAB2SW755478,AB,,,,,,
6787,74UEA43N03-070847,76UWRB2SB904273,RB,76UWRB2SB900116,RB,,,,,,
6788,74UEA43N03-070847,76UWRB2SB904247,RB,76UWRB2SB900340,RB,,,,,,
6789,74UEA43N03-070847,76UWRB2SB904246,RB,76UWRB2SB900366,RB,,,,,,
6790,74UEA43N03-070847,76UWRB2SB904272,RB,76UWRB2SB900117,RB,,,,,,
6791,74UEA43N03-070745,76UWAB2SW756176,AB,76UWAB2SW755702,AB,,,,,,
6792,74UEA43N03-070745,76UWRB2SB903163,RB,76UWRB2SB901406,RB,,,,,,
6793,74UEA43N03-070745,76UWRB2SB903160,RB,76UWRB2SB901418,RB,,,,,,
6794,74UEA43N03-070745,76UWRB2SB903162,RB,76UWRB2SB901392,RB,,,,,,
6795,74UEA43N03-070745,76UWRB2SB903169,RB,76UWRB2SB901385,RB,,,,,,
6796,74UEA43N03-070808,76UWAB2SW756118,AB,76UWAB2SW755694,AB,,,,,,
